Sample_ID	Date_Collected	Month	Year	Station	Sample_Type	Experiment	Chl	Extraction_Date	Amplification	Enough_reads
BIE2017_0032	1-Aug-17	August	2017	WE2	Whole Water	Mesocosm	20.1	NA	NA	Yes
BIE2017_0033	1-Aug-17	August	2017	WE2	Whole Water	Mesocosm	20.1	NA	NA	Yes
BIE2018_0241	3-Aug-18	August	2018	TWI	Whole Water	Mesocosm	20.3	NA	NA	Yes
BIE2018_0242	3-Aug-18	August	2018	TWI	Whole Water	Mesocosm	20.3	NA	NA	Yes
BIE2018_0243	3-Aug-18	August	2018	TWI	Whole Water	Mesocosm	20.3	NA	NA	Yes
BIE2018_0244	3-Aug-18	August	2018	TWI	Whole Water	Mesocosm	20.3	NA	NA	Yes
SRR4619358	8-Sep-14	September	2014	WE2	100um ret	Field	20.77	NA	NA	Yes
SRR3385650	8-Sep-14	September	2014	WE2	Whole Water	Field	20.77	NA	NA	Yes
BIE2018_0289	7-Aug-18	August	2018	WE2	Whole Water	Mesocosm	21.5	NA	NA	Yes
BIE2018_0290	7-Aug-18	August	2018	WE2	Whole Water	Mesocosm	21.5	NA	NA	Yes
BIE2018_0291	7-Aug-18	August	2018	WE2	Whole Water	Mesocosm	21.5	NA	NA	Yes
BIE2018_0292	7-Aug-18	August	2018	WE2	Whole Water	Mesocosm	21.5	NA	NA	Yes
BIE2018_0295	7-Aug-18	August	2018	WE2	Whole Water	Mesocosm	21.5	NA	NA	Yes
BIE2018_0296	7-Aug-18	August	2018	WE2	Whole Water	Mesocosm	21.5	NA	NA	Yes
BIE2018_0297	7-Aug-18	August	2018	WE2	Whole Water	Mesocosm	21.5	NA	NA	Yes
BIE2018_0298	7-Aug-18	August	2018	WE2	Whole Water	Mesocosm	21.5	NA	NA	Yes
SRR4619387	29-Sep-14	September	2014	WE12	100um ret	Field	22.25	NA	NA	Yes
SRR3385663	29-Sep-14	September	2014	WE12	Whole Water	Field	22.25	NA	NA	Yes
BIE2018_0193	31-Jul-18	July	2018	WE2	Whole Water	Mesocosm	22.4	NA	NA	Yes
BIE2018_0194	31-Jul-18	July	2018	WE2	Whole Water	Mesocosm	22.4	NA	NA	Yes
BIE2018_0195	31-Jul-18	July	2018	WE2	Whole Water	Mesocosm	22.4	NA	NA	Yes
BIE2018_0196	31-Jul-18	July	2018	WE2	Whole Water	Mesocosm	22.4	NA	NA	Yes
BIE2018_0199	31-Jul-18	July	2018	WE2	Whole Water	Mesocosm	22.4	NA	NA	Yes
BIE2018_0200	31-Jul-18	July	2018	WE2	Whole Water	Mesocosm	22.4	NA	NA	Yes
BIE2018_0201	31-Jul-18	July	2018	WE2	Whole Water	Mesocosm	22.4	NA	NA	Yes
BIE2018_0202	31-Jul-18	July	2018	WE2	Whole Water	Mesocosm	22.4	NA	NA	Yes
SRR4619361	8-Sep-14	September	2014	WE12	100um ret	Field	23.2	NA	NA	Yes
SRR3385652	8-Sep-14	September	2014	WE12	Whole Water	Field	23.2	NA	NA	Yes
SRR4619356	2-Sep-14	September	2014	WE12	100um ret	Field	23.62	NA	NA	Yes
SRR3385647	2-Sep-14	September	2014	WE12	Whole Water	Field	23.62	NA	NA	Yes
BIE2017_0006	13-Jun-17	June	2017	WE2	Whole Water	Mesocosm	25	NA	NA	Yes
BIE2017_0007	13-Jun-17	June	2017	WE2	Whole Water	Mesocosm	25	NA	NA	Yes
BIE2017_0008	13-Jun-17	June	2017	WE2	Whole Water	Mesocosm	25	NA	NA	Yes
BIE2017_0009	13-Jun-17	June	2017	WE2	Whole Water	Mesocosm	25	NA	NA	Yes
BIE2017_0022	18-Jul-17	July	2017	WE2	Whole Water	Mesocosm	25	NA	NA	Yes
BIE2017_0023	18-Jul-17	July	2017	WE2	Whole Water	Mesocosm	25	NA	NA	Yes
BIE2017_0024	18-Jul-17	July	2017	WE2	Whole Water	Mesocosm	25	NA	NA	Yes
BIE2017_0025	18-Jul-17	July	2017	WE2	Whole Water	Mesocosm	25	NA	NA	Yes
BIE2017_0054	12-Sep-17	September	2017	WE2	Whole Water	Mesocosm	25	NA	NA	Yes
BIE2017_0055	12-Sep-17	September	2017	WE2	Whole Water	Mesocosm	25	NA	NA	Yes
BIE2017_0056	12-Sep-17	September	2017	WE2	Whole Water	Mesocosm	25	NA	NA	Yes
BIE2017_0057	12-Sep-17	September	2017	WE2	Whole Water	Mesocosm	25	NA	NA	Yes
SRR4619360	8-Sep-14	September	2014	WE4	100um ret	Field	26.24	NA	NA	Yes
SRR3385653	8-Sep-14	September	2014	WE4	Whole Water	Field	26.24	NA	NA	Yes
BIE2017_0034	15-Aug-17	August	2017	WE2	Whole Water	Mesocosm	27	NA	NA	Yes
BIE2017_0035	15-Aug-17	August	2017	WE2	Whole Water	Mesocosm	27	NA	NA	Yes
BIE2017_0036	15-Aug-17	August	2017	WE2	Whole Water	Mesocosm	27	NA	NA	Yes
BIE2017_0037	15-Aug-17	August	2017	WE2	Whole Water	Mesocosm	27	NA	NA	Yes
SRR4619376	25-Aug-14	August	2014	WE2	100um ret	Field	27.1	NA	NA	Yes
SRR3385643	25-Aug-14	August	2014	WE2	Whole Water	Field	27.1	NA	NA	Yes
SRR4619359	2-Sep-14	September	2014	WE4	100um ret	Field	28.42	NA	NA	Yes
SRR3385648	2-Sep-14	September	2014	WE4	Whole Water	Field	28.42	NA	NA	Yes
SRR4619347	4-Aug-14	August	2014	WE2	100um ret	Field	29.44	NA	NA	Yes
SRR3385636	4-Aug-14	August	2014	WE2	Whole Water	Field	29.44	NA	NA	Yes
BIE2017_0062	26-Sep-17	September	2017	WE2	Whole Water	Mesocosm	30	NA	NA	Yes
BIE2017_0063	26-Sep-17	September	2017	WE2	Whole Water	Mesocosm	30	NA	NA	Yes
BIE2017_0064	26-Sep-17	September	2017	WE2	Whole Water	Mesocosm	30	NA	NA	Yes
BIE2017_0065	26-Sep-17	September	2017	WE2	Whole Water	Mesocosm	30	NA	NA	Yes
SRR4619371	11-Aug-14	August	2014	WE4	100um ret	Field	30.23	NA	NA	Yes
SRR4619344	29-Jul-14	July	2014	WE12	100um ret	Field	33.15	NA	NA	Yes
SRR3385634	29-Jul-14	July	2014	WE12	Whole Water	Field	33.15	NA	NA	Yes
SRR4619336	18-Aug-14	August	2014	WE12	100um ret	Field	33.35	NA	NA	Yes
SRR3385641	18-Aug-14	August	2014	WE12	Whole Water	Field	33.35	NA	NA	Yes
SRR4619339	16-Jun-14	June	2014	WE12	100um ret	Field	34.37	NA	NA	Yes
E2019_1051_1	2-Aug-19	August	2019	Unnamed3	Whole Water	Mesocosm	36	NA	NA	Yes
E2019_1051_2	2-Aug-19	August	2019	Unnamed3	Whole Water	Mesocosm	36	NA	NA	Yes
E2019_1052_1	2-Aug-19	August	2019	Unnamed3	Whole Water	Mesocosm	36	NA	NA	Yes
E2019_1052_2	2-Aug-19	August	2019	Unnamed3	Whole Water	Mesocosm	36	NA	NA	Yes
E2019_1053_1	2-Aug-19	August	2019	Unnamed3	Whole Water	Mesocosm	36	NA	NA	Yes
E2019_1053_2	2-Aug-19	August	2019	Unnamed3	Whole Water	Mesocosm	36	NA	NA	Yes
E2019_1054_1	2-Aug-19	August	2019	Unnamed3	Whole Water	Mesocosm	36	NA	NA	Yes
E2019_1054_2	2-Aug-19	August	2019	Unnamed3	Whole Water	Mesocosm	36	NA	NA	Yes
SRR4619357	2-Sep-14	September	2014	WE2	100um ret	Field	36.74	NA	NA	Yes
SRR3385646	2-Sep-14	September	2014	WE2	Whole Water	Field	36.74	NA	NA	Yes
SRR4619377	25-Aug-14	August	2014	WE12	100um ret	Field	38.28	NA	NA	Yes
SRR3385644	25-Aug-14	August	2014	WE12	Whole Water	Field	38.28	NA	NA	Yes
SRR4619370	18-Aug-14	August	2014	WE2	100um ret	Field	39.39	NA	NA	Yes
SRR3385640	18-Aug-14	August	2014	WE2	Whole Water	Field	39.39	NA	NA	Yes
BIE2017_0066	3-Oct-17	October	2017	EC215	Whole Water	Mesocosm	43	NA	NA	Yes
BIE2017_0067	3-Oct-17	October	2017	EC215	Whole Water	Mesocosm	43	NA	NA	Yes
BIE2017_0068	3-Oct-17	October	2017	EC215	Whole Water	Mesocosm	43	NA	NA	No
BIE2017_0069	3-Oct-17	October	2017	EC215	Whole Water	Mesocosm	43	NA	NA	Yes
BIE2017_0058	19-Sep-17	September	2017	WE2	Whole Water	Mesocosm	46	NA	NA	Yes
BIE2017_0059	19-Sep-17	September	2017	WE2	Whole Water	Mesocosm	46	NA	NA	Yes
BIE2017_0060	19-Sep-17	September	2017	WE2	Whole Water	Mesocosm	46	NA	NA	Yes
BIE2017_0061	19-Sep-17	September	2017	WE2	Whole Water	Mesocosm	46	NA	NA	Yes
BIE2017_0026	25-Jul-17	July	2017	WE2	Whole Water	Mesocosm	48	NA	NA	Yes
BIE2017_0027	25-Jul-17	July	2017	WE2	Whole Water	Mesocosm	48	NA	NA	Yes
BIE2017_0028	25-Jul-17	July	2017	WE2	Whole Water	Mesocosm	48	NA	NA	Yes
BIE2017_0029	25-Jul-17	July	2017	WE2	Whole Water	Mesocosm	48	NA	NA	Yes
BIE2017_0050	6-Sep-17	September	2017	WE2	Whole Water	Mesocosm	49	NA	NA	Yes
BIE2017_0051	6-Sep-17	September	2017	WE2	Whole Water	Mesocosm	49	NA	NA	Yes
BIE2017_0052	6-Sep-17	September	2017	WE2	Whole Water	Mesocosm	49	NA	NA	No
BIE2017_0053	6-Sep-17	September	2017	WE2	Whole Water	Mesocosm	49	NA	NA	Yes
